scenarios,intervals,Battery
0,0,28.8
0,1,0.0
0,2,1.6
0,3,48.8
0,4,121.0
0,5,72.05
0,6,114.85
0,7,76.4
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,54.4
0,18,98.8
0,19,96.8
0,20,160.0
0,21,160.0
0,22,156.8
0,23,73.2
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,40,0.0
0,41,4.0
0,42,0.0
0,43,1.5
0,44,0.0
0,45,0.0
0,46,0.0
0,47,0.0
