intervals,0
0,77.0
1,77.0
2,77.0
3,77.0
4,77.0
5,77.0
6,77.0
7,77.0
8,77.0
9,77.0
10,98.25
11,98.25
12,98.25
13,98.25
14,98.25
15,96.0
16,58.0
17,46.0
18,46.0
19,46.0
20,46.0
21,46.0
22,46.0
23,46.0
24,70.0
25,77.0
26,140.0
27,140.0
28,140.0
29,140.0
30,140.0
31,140.0
32,140.0
33,140.0
34,83.545454
35,83.545454
36,77.0
37,77.0
38,58.0
39,58.0
40,58.0
41,46.0
42,58.0
43,46.0
44,59.5
45,46.0
46,46.0
47,46.0
